channel_type,horizon,channel,channel_label,channel_order,countries,country_windows,positive_expansion_2024_usd,net_contribution_2024_usd,contraction_2024_usd,total_positive_expansion_2024_usd,total_net_growth_2024_usd,total_contraction_2024_usd,within_positive_expansion_2024_usd,within_net_growth_2024_usd,median_positive_expansion_share,median_net_growth_share,median_product_count,median_partner_count,pooled_positive_expansion_share,pooled_net_growth_share,pooled_within_positive_expansion_share,pooled_within_net_growth_share
partner_spread_continuing_hs6_harmonized,10,lost_product_partner,Lost product-specific partners for continuing harmonized HS6 product families,3,60,1200,314212356802.833,-11819200927920.547,12133413284723.379,192756316874253.56,99170830660280.23,67004552371386.0,140339664843847.62,73335112472461.62,0.0014294315323767764,-0.09648413383929355,1380.5,135.0,0.0016301014768185908,-0.11918021508167478,0.0022389419067834395,-0.16116701167341665
partner_spread_continuing_hs6_harmonized,10,below_threshold_partner_residual,Below-threshold product-partner residual,4,60,1200,3252824854297.225,408282912364.35425,2844541941932.871,192756316874253.56,99170830660280.23,67004552371386.0,140339664843847.62,73335112472461.62,0.02560270361391689,0.00857891806762617,2049.0,220.0,0.01687532168618493,0.004116965741297145,0.02317822874891828,0.005567359189878795
product,5,new_product,New harmonized HS6 product families (persistent entry),1,60,1500,71240929813574.39,71142057641956.34,98872171618.05534,163289850730754.28,58781186732146.24,104508663998608.03,163289850730754.28,58781186732146.24,0.3384566555525141,0.30360674607216365,484.5,,0.4362851058700659,1.2102861748289644,0.4362851058700659,1.2102861748289644
product,5,continuing_product,Continuing harmonized HS6 product families,2,60,1500,80413883645694.33,43335291647389.63,37078591998304.69,163289850730754.28,58781186732146.24,104508663998608.03,163289850730754.28,58781186732146.24,0.5760818429082735,0.8028068596873081,2119.5,,0.492461002847552,0.7372306354558582,0.492461002847552,0.7372306354558582
product,5,dying_product,Dying harmonized HS6 product families,3,60,1500,245209860096.74286,-58710287244695.984,58955497104792.73,163289850730754.28,58781186732146.24,104508663998608.03,163289850730754.28,58781186732146.24,0.000266807206470489,-0.1242594211066903,447.0,,0.0015016846362427326,-0.998793840488908,0.0015016846362427326,-0.998793840488908
product,5,below_threshold_residual,Below-threshold residual,4,60,1500,11389827411388.82,3014124687496.2524,8375702723892.567,163289850730754.28,58781186732146.24,104508663998608.03,163289850730754.28,58781186732146.24,0.007888096055899662,0.0012367256560421006,1458.5,,0.06975220664613935,0.05127703020408549,0.06975220664613935,0.05127703020408549
product,10,new_product,New harmonized HS6 product families (persistent entry),1,60,1204,67154784203693.48,67070665675286.63,84118528406.8409,192766065448384.47,99179411922971.62,93586653525412.86,192766065448384.47,99179411922971.62,0.31991697433137345,0.36551118725551385,569.0,,0.34837451315659607,0.6762559323035463,0.34837451315659607,0.6762559323035463
product,10,continuing_product,Continuing harmonized HS6 product families,2,60,1204,109391801365994.98,73335112472461.62,36056688893533.375,192766065448384.47,99179411922971.62,93586653525412.86,192766065448384.47,99179411922971.62,0.6111775525945067,0.7756599708903497,2050.5,,0.5674847443275021,0.7394187064692201,0.5674847443275021,0.7394187064692201
product,10,dying_product,Dying harmonized HS6 product families,3,60,1204,192592750537.981,-46679363929234.65,46871956679772.63,192766065448384.47,99179411922971.62,93586653525412.86,192766065448384.47,99179411922971.62,0.00019390228925719825,-0.14228950115091946,474.0,,0.0009991009054939192,-0.47065578454416024,0.0009991009054939192,-0.47065578454416024
product,10,below_threshold_residual,Below-threshold residual,4,60,1204,16026887128158.035,5452997704458.024,10573889423700.01,192766065448384.47,99179411922971.62,93586653525412.86,192766065448384.47,99179411922971.62,0.005338663523256277,0.0005352955400938032,1487.5,,0.083141641610408,0.054981145771393895,0.083141641610408,0.054981145771393895
